@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute left_class {0,1,2,3,4,5,6,7,8,9,10}
@attribute right_class {0,1,2,3,4,5,6,7,8,9,10}
@attribute right_vel numeric

@data
1369,'2024/02/28 12:54:33:956',21,494.31427,324.362671,474.172394,311.685455,464.83606,290.276276,473.004028,273.480194,486.624207,254.110535,461.503143,253.002716,449.354584,229.660812,440.98819,212.702301,435.618958,196.729431,482.452087,250.069626,478.924103,222.089966,476.514008,203.372437,476.384766,186.572632,504.906342,261.230591,497.822815,240.080307,490.619019,264.307068,488.773224,282.960175,524.729248,273.775269,513.537048,262.547638,501.127563,275.186981,493.399353,287.368378,196.510696,347.067932,194.795013,317.242737,198.904449,302.282196,209.95752,295.347046,218.892654,294.045746,205.425079,309.171875,228.946228,286.228882,231.119415,284.681122,227.298218,289.926392,214.568481,319.773895,236.520294,294.270905,236.020752,290.194458,232.159515,293.837677,222.154724,329.080383,241.954483,304.173309,239.993301,298.942108,234.990356,302.069977,230.841064,340.755371,246.006699,312.594727,242.570877,310.551331,236.302719,74.293045,35.739166,2,?,?
1370,'2024/02/28 12:54:34:519',21,496.911377,317.222382,475.359344,303.00354,466.249573,280.097809,475.674744,262.21051,489.957916,242.248047,462.739899,243.012802,450.453156,218.490997,442.671448,201.335617,436.81308,184.918274,484.154785,239.619202,480.673218,210.667847,478.227814,190.971802,478.707825,174.50174,505.827087,251.052673,499.588379,228.540115,492.873962,251.164886,490.804718,270.404877,526.880249,264.324188,516.222656,251.91925,503.209869,263.480865,493.052094,275.621948,204.542938,350.135529,203.183075,322.347412,205.305557,307.090332,216.423813,300.992737,232.884094,297.9599,214.763611,311.734741,236.154648,297.315125,242.618271,293.113007,242.972778,292.44574,222.280304,322.78183,248.090225,303.262756,248.51236,303.123901,241.390442,306.867218,228.523956,334.244232,252.324692,313.268799,250.779633,314.703339,244.242325,319.527618,234.506149,345.716583,252.626465,324.521149,252.403854,324.16098,248.375534,77.60318,12.114319,2,?,?
1371,'2024/02/28 12:54:35:041',21,498.128235,316.961823,476.522034,303.375397,467.96637,280.348602,477.521698,262.521088,492.016266,241.940918,464.241577,243.578049,451.636353,219.575439,443.493835,202.683167,437.573608,186.35553,485.45163,240.666672,481.394836,211.905441,478.582611,192.006256,478.612915,175.385223,507.172424,250.9673,501.094025,228.476624,495.450317,248.38884,494.443634,265.890198,528.390198,264.514679,518.677917,251.735809,505.50705,262.811523,495.777466,275.155853,202.102722,360.839294,201.621887,331.009674,204.493317,314.962006,212.400665,310.191223,225.044708,310.096893,215.911026,323.521667,234.085709,306.175079,237.104645,302.478058,234.490036,305.535095,221.667603,332.348297,243.760803,312.870728,245.398102,309.632996,241.495071,313.095581,227.570938,343.57016,252.42038,321.861237,250.79245,322.133453,244.842468,326.622101,234.664642,354.628113,251.84787,335.832977,251.252563,334.235077,246.881348,76.295151,12.138336,2,?,?
1372,'2024/02/28 12:54:35:353',21,499.087799,316.961029,478.149139,302.222351,469.858398,278.989319,479.244049,262.168335,493.750427,243.059662,465.602142,243.81134,453.270905,219.329742,445.296387,202.36731,439.258698,186.707031,486.978027,240.421692,483.173706,211.572128,480.301239,192.00061,480.375641,175.316681,508.74942,251.507172,502.444489,229.254791,495.934753,250.263458,494.920074,268.074493,529.42395,264.997894,519.922668,252.51091,506.915009,262.356476,497.164063,274.399567,171.285477,410.191467,195.229889,414.810516,212.669464,428.3992,225.441345,449.121918,230.266266,466.390472,204.196869,432.044952,220.940842,461.723572,227.606674,471.386749,229.99881,473.346802,191.137726,441.474548,205.055862,469.851135,210.597015,476.010498,208.990753,476.668793,174.611694,445.703766,188.493256,474.627167,190.189056,476.827148,191.011475,475.717773,163.349838,455.281525,168.933228,475.812164,169.409058,475.989746,169.000565,76.539337,12.552032,2,?,?
1402,'2024/02/28 12:55:15:315',23,490.831421,417.161133,473.56189,395.798737,473.511108,380.386353,484.547089,377.665924,497.216309,379.220703,482.944183,364.560455,480.450439,347.196442,479.298523,336.148956,479.242859,325.257599,503.090668,362.506134,507.693787,342.543945,512.811035,330.710876,518.547119,319.179657,516.552185,370.755188,527.516602,354.899506,536.213257,344.624115,544.708923,332.490051,524.369934,390.973724,531.440979,379.542175,523.180054,387.568756,511.542847,396.894836,172.275879,464.336884,186.65097,465.135162,194.943787,471.533295,196.475555,474.240448,195.229858,474.542145,191.12796,474.611145,187.87056,476.649567,185.552826,476.024658,184.253021,475.401276,175.373764,476.385925,171.704086,475.753448,170.352188,475.759033,170.475479,475.527679,161.84523,474.703979,159.296677,474.347321,157.894867,474.659302,157.00145,474.654236,152.941513,468.970642,150.919312,470.580658,149.155411,472.007751,147.898087,54.654999,474.240448,3,?,?
1403,'2024/02/28 12:55:15:976',23,488.490601,323.058563,471.07724,312.1091,464.568787,293.013275,480.649658,279.341736,499.813293,262.341675,459.567535,260.264648,451.43573,239.700623,445.325012,224.542923,441.529266,209.435211,478.935272,255.884521,475.285828,232.337662,473.042847,215.179657,472.959656,200.883972,494.050629,260.822174,495.930115,238.26004,497.915985,220.127335,501.636932,204.232864,509.921906,273.295502,505.75592,263.720154,497.834961,269.646851,492.735779,279.864044,189.715866,330.020416,188.46933,299.712097,192.707245,285.651978,204.606506,276.868835,217.501831,273.814697,196.233292,291.582397,223.969589,275.239563,223.306152,276.93515,216.838562,281.454254,202.313171,302.295929,233.497406,284.506958,229.7742,285.791779,221.500153,290.173401,209.919037,314.050842,237.465652,293.399689,232.448273,296.397034,224.342819,301.427979,218.158951,326.561798,237.336823,305.051758,235.410889,307.04895,228.469315,67.174042,12.5,3,?,?
1404,'2024/02/28 12:55:16:542',23,489.338226,334.108337,471.242554,320.948364,465.060242,301.281311,480.791809,289.245575,501.862366,273.418762,459.835754,269.884705,450.652161,249.168777,444.153168,233.543213,439.712585,217.978531,479.337219,266.257538,474.633423,241.352112,471.747711,223.592438,471.908508,209.46196,495.053986,271.30423,495.326569,247.047821,496.456055,228.186615,499.236816,212.719238,512.430054,284.429932,507.610138,274.317871,499.322235,280.196075,493.988708,290.186127,189.656204,334.495331,189.650894,305.034424,196.103363,290.217804,208.706451,283.816772,222.279694,281.77002,203.621613,297.042206,229.44017,276.740875,231.906754,274.668854,227.526382,276.787659,210.471588,310.589111,236.826904,287.651886,236.280838,287.334595,230.027451,290.58313,218.025955,322.513947,241.408875,296.805969,238.308044,299.054016,232.149048,304.639038,227.017502,334.642761,241.890289,307.114014,239.906906,309.382599,235.245605,67.8508,16.115723,3,?,?
1405,'2024/02/28 12:55:17:017',23,491.218201,329.848114,471.978424,316.306458,464.575867,296.11084,480.554077,283.983673,500.078857,267.663757,459.454346,264.470306,450.004608,243.748627,443.137085,227.768097,438.268921,211.799805,479.24881,260.231415,474.60965,235.459076,471.755096,217.323181,471.762665,202.93425,495.946106,265.694366,495.516357,242.131012,496.450562,222.978912,498.49469,206.009613,513.786743,279.627319,509.676147,269.017944,500.470825,272.717621,494.714233,282.455353,196.910263,348.489288,196.54129,321.234985,202.286148,307.324066,214.505798,299.913605,226.840286,294.870789,208.778214,311.483093,230.880966,294.749023,236.158844,290.10202,236.301544,290.230072,216.85907,322.425385,242.447128,301.74353,244.656052,297.106628,244.176453,296.140259,223.162918,334.029327,246.090576,311.515167,243.763596,309.90686,239.192047,312.003723,231.465637,347.400513,245.816574,322.519318,245.403687,320.511505,242.314789,69.616699,13.82193,3,?,?
1406,'2024/02/28 12:55:17:583',23,491.051575,302.293457,469.59906,286.33493,462.100067,263.240997,479.50238,246.917099,499.984589,228.513565,455.935547,229.330154,444.760376,207.23671,436.557068,189.914993,431.365936,173.132004,477.104797,223.139053,470.960236,197.128082,467.296173,177.277878,466.843994,161.584167,495.344696,226.921692,494.366516,202.237122,494.971375,182.100967,496.169128,164.244354,514.278503,240.07756,509.140198,231.104111,500.614563,237.891418,495.610718,248.671906,194.613785,356.085358,192.656189,329.262665,192.542648,313.091675,196.564911,308.247314,202.541489,305.812073,207.685669,323.177399,209.31221,306.925293,217.397385,302.323242,222.388397,302.56427,212.572601,334.609436,219.055786,310.880554,224.432648,307.498901,228.099457,307.158081,216.485306,345.575043,237.139221,326.32428,237.710815,323.062195,236.521301,325.5,222.395203,357.092194,235.921112,337.233887,236.772552,328.2052,235.150314,79.154404,14.188202,3,?,?
1407,'2024/02/28 12:55:18:099',23,499.073853,277.887024,477.151123,264.669983,468.543884,240.652435,488.552887,219.819153,513.531738,199.85791,461.955566,202.335403,449.211853,177.381393,441.413422,157.423721,435.570526,138.59639,484.874146,195.769333,478.521179,165.598038,474.906738,143.348114,474.138336,124.941849,504.384399,199.860138,504.641449,171.574173,505.578918,148.346527,508.868896,128.489517,525.376709,213.550125,520.252441,202.524811,511.162415,212.42363,506.385162,223.38269,191.450668,351.880432,190.03389,325.586548,195.788605,311.10257,210.991486,303.630615,224.179321,300.204987,201.724686,319.413177,226.331345,302.227661,225.243866,299.717041,217.281067,305.842529,211.341705,335.669586,234.563568,309.434387,232.399963,307.117004,225.547867,311.751862,218.536407,346.666229,239.939331,318.261078,234.445953,319.856476,228.866272,325.80072,224.483185,356.811432,240.00177,334.066803,236.742615,333.744476,232.164642,82.117691,10.176056,3,?,?
1408,'2024/02/28 12:55:18:617',23,506.185272,277.240112,482.625885,264.005341,473.813812,237.424072,495.913239,216.843445,520.892883,195.693314,468.111328,196.835266,456.55014,170.442551,448.346741,150.264923,442.190491,130.880356,492.295074,191.777222,487.220215,159.86377,483.581818,136.303589,483.572876,117.434753,512.34259,196.872391,512.372681,166.139603,514.226318,141.973511,517.592285,121.103897,534.809875,211.832428,529.85791,199.361969,519.896118,207.612762,514.403992,220.891403,193.759857,359.248413,192.828751,333.825958,197.288879,318.874817,209.353058,310.60498,226.392151,304.411011,207.82428,329.300598,226.724411,310.064117,232.74794,302.880615,232.870605,301.645966,215.82193,344.224304,237.400177,317.950256,236.795883,312.910156,232.590851,312.735657,222.824341,354.19104,241.558411,327.397614,237.62056,324.882416,231.59668,328.301819,228.101181,363.701508,242.394684,340.964996,239.616974,338.856903,234.336334,85.462891,11.96756,3,?,?
1409,'2024/02/28 12:55:19:182',23,480.853821,385.58493,460.983887,378.143066,450.105591,358.592163,469.455841,347.686523,491.969971,339.289734,452.552734,320.336914,441.399872,297.03717,433.538513,280.376709,427.556122,263.756714,474.1315,316.558899,469.807861,290.524078,466.97229,271.889465,466.547852,255.053329,492.584656,322.89328,493.128357,297.949463,494.210205,278.656342,497.094879,259.64328,514.47937,338.813049,503.996948,333.93045,492.62207,341.547791,486.486481,352.05838,195.93985,370.633942,199.980469,345.233673,207.811813,336.350189,217.225937,335.691498,221.413513,334.407593,237.195511,337.672913,240.100861,343.529755,234.041382,346.985016,228.62558,348.858276,247.2164,350.445038,245.794189,353.812408,237.218552,356.520874,230.567154,357.814758,249.334854,364.38681,247.440323,366.033173,239.190582,366.873566,232.636566,367.095367,248.233368,378.467651,244.081543,379.94751,237.02272,380.309692,231.61058,69.026031,25.100464,3,?,?
1410,'2024/02/28 12:55:19:648',23,492.170227,417.6521,471.287384,408.253967,462.393738,387.272156,480.957764,375.299927,508.246002,364.805145,462.835236,348.105988,453.080811,326.598358,445.67511,310.048584,440.203247,293.724884,482.051392,344.746918,479.696808,319.469696,478.169586,301.406067,478.483459,285.17215,500.590637,351.723389,502.278778,327.139862,504.148834,308.589752,506.991821,290.648804,519.727722,366.166992,508.562683,362.459106,498.148743,372.213898,493.31723,384.390472,197.934235,371.186798,195.452866,347.029205,196.953415,331.497559,206.498856,322.832489,213.472931,318.446503,208.299728,338.670349,223.237488,317.493011,226.089203,316.357422,222.882782,320.178986,214.387878,351.29007,233.873993,325.884827,234.516983,322.479675,232.49025,322.187561,220.611557,363.506775,239.692856,335.930115,237.991272,336.711487,234.176254,342.457825,228.38089,373.12561,238.371567,348.427582,240.448074,346.168884,238.810394,72.905182,15.163116,3,?,?
1411,'2024/02/28 12:55:20:158',23,492.346191,445.296143,472.174713,432.865051,464.121643,411.545776,481.83606,399.538147,506.610229,383.138397,459.50885,373.982544,449.508972,352.458923,442.578613,335.858215,437.243347,320.09906,481.927826,369.81839,476.918915,343.149353,474.046082,325.0737,473.29718,309.372864,499.930389,377.35202,499.67746,351.967651,500.288879,332.805145,503.081421,314.990112,519.842163,392.542389,513.048401,383.352264,501.766937,390.947144,496.12973,402.348999,206.300476,387.228363,211.872253,351.5112,222.625565,343.4534,234.504318,340.34729,238.805969,342.08783,231.46109,351.453766,248.962326,350.344696,247.077484,349.864532,241.056671,351.56485,237.094818,366.127747,260.117676,366.50238,252.458481,364.194427,244.459625,363.799713,237.413422,381.934937,258.292969,378.10376,253.330688,374.863739,245.82579,375.405792,234.469543,400.168091,252.967667,388.191895,250.414108,385.642395,244.576248,75.477753,16.928101,3,?,?
1412,'2024/02/28 12:55:20:670',23,498.298065,406.680969,476.784424,397.025146,466.988068,375.679962,488.691376,363.242035,513.286743,348.173462,469.764709,338.624542,457.885132,316.329437,449.564331,299.477173,443.242493,282.905518,489.618042,333.059662,484.229095,305.8526,480.509277,285.970551,479.75061,267.764648,508.347595,337.988953,512.625061,311.764313,516.283508,291.672333,520.942688,272.352356,528.540283,352.294403,521.289429,346.709564,509.083527,356.124969,500.114929,367.803162,196.793396,365.102417,192.186768,341.347504,193.461899,320.726471,204.025192,316.811188,210.820282,318.110535,203.465118,327.794525,213.619049,309.529022,218.738693,307.010101,216.8591,312.612,211.05069,338.364655,227.436905,313.028107,228.372925,313.247925,225.959198,320.035767,217.732681,350.189178,238.209076,318.508057,236.956467,324.27951,233.506134,333.859558,227.397461,362.96109,241.868591,331.387695,241.688019,337.350098,239.024384,73.621307,16.32193,3,?,?
1413,'2024/02/28 12:55:21:186',23,494.927948,371.995209,474.557373,360.845215,467.759674,338.474365,488.914795,327.178619,511.56543,314.899597,467.682068,305.323303,455.125793,282.142456,446.95694,264.175049,440.494537,245.846466,488.289063,297.743439,482.453308,269.641205,479.035889,249.194443,477.457642,231.220612,506.765991,301.893494,514.967224,277.335449,521.106079,256.523315,528.585205,237.146591,526.342224,317.056732,517.674438,313.042267,504.668457,322.289612,496.262146,334.114655,205.159622,358.881866,210.226227,329.403809,215.379883,325.014343,231.453537,321.733154,239.01564,321.068481,215.976028,331.641327,233.608765,324.34671,237.686478,322.763367,235.056137,322.430054,220.628036,346.283691,244.3293,335.016083,240.560089,331.235535,237.205215,330.302216,223.988113,359.712708,248.169983,348.663971,245.622177,344.448029,241.504059,344.369263,228.95343,374.717926,243.367172,360.712189,241.886429,357.462616,239.004974,74.25177,16.369354,3,?,?
1414,'2024/02/28 12:55:21:647',23,493.165863,342.074524,472.190491,328.778839,464.053223,304.023041,484.987976,290.491608,510.572083,272.589325,460.842926,270.323151,447.758301,246.665405,439.384735,228.311234,433.284576,210.155212,482.267517,263.664978,475.547455,233.16748,472.264435,213.054977,470.636047,195.573975,500.989532,268.694763,507.80188,241.493195,514.377258,219.962219,520.311401,200.449799,521.890625,284.20105,518.339722,273.135071,507.35614,277.978149,500.133698,289.462921,190.659637,354.191772,189.699188,325.964539,193.311234,308.825531,207.528137,305.774475,216.48558,306.75766,202.548767,315.467468,225.508102,298.472656,222.801208,299.344025,216.074249,305.452118,210.6185,327.860291,235.990082,303.771484,229.438309,307.209808,222.478958,313.946167,217.848938,340.968689,239.595917,310.494324,233.225006,317.728027,227.546219,325.089569,225.433136,354.788574,240.398285,323.502167,235.354034,326.880127,229.058868,78.409546,16.979034,3,?,?
1415,'2024/02/28 12:55:22:160',23,491.207733,290.399109,467.181854,272.117065,459.135895,246.119522,480.97287,231.22908,507.264435,211.35759,455.370605,211.931427,441.694794,188.865112,432.400513,168.6073,425.669098,149.681519,477.960541,204.547974,472.676239,174.148636,468.725098,152.044601,466.24292,134.479645,498.545532,209.800476,504.914429,181.689728,510.549622,158.847366,517.050415,138.81958,517.97937,224.52356,511.662354,214.136642,501.296265,222.20639,495.202667,233.893982,203.237778,332.258423,205.144958,323.506836,208.848557,317.542175,213.468628,314.411285,214.562057,311.642303,224.770538,321.30545,225.678635,311.912292,227.229477,308.709595,230.221283,308.815521,221.269287,325.013611,218.651184,318.194885,223.516724,317.535858,228.330307,319.342041,229.12027,331.116516,228.966507,325.143066,222.127289,325.154755,223.869598,325.884186,230.181702,331.036133,227.983536,328.390472,217.646469,324.763,218.274811,85.851135,16.175171,3,?,?
1416,'2024/02/28 12:55:22:677',23,488.187927,229.190689,464.178223,218.823196,453.91452,192.145447,474.994843,169.205597,497.676239,147.182068,449.699829,152.86554,436.369873,127.549667,427.24118,107.76638,420.021698,88.863663,473.837311,145.293854,466.918823,114.366928,462.50058,92.447952,460.198914,74.184296,494.636566,148.471725,497.665894,119.627838,502.683075,96.069031,510.056763,76.11248,513.903259,165.92157,511.049011,154.136948,500.415466,164.702286,491.677979,181.124954,199.710205,362.221741,202.826324,335.552246,210.846527,321.560364,222.768829,315.127838,234.345123,312.369049,219.217957,331.593292,237.563293,315.341949,236.946732,310.819031,232.57814,312.367096,224.723938,345.248016,247.157516,323.780518,240.767975,322.256958,233.189056,326.02829,230.027069,356.511902,251.193375,334.423157,244.582764,333.568359,236.751709,338.941376,233.779526,369.65213,250.417419,349.324249,246.286011,345.395721,240.337311,83.896835,11.122131,3,?,?
1417,'2024/02/28 12:55:23:142',23,497.257751,268.339508,472.092041,256.44574,465.147705,230.848358,485.053101,212.874039,508.358307,194.468857,461.150024,196.215591,447.414673,171.706497,438.038452,152.038559,431.077606,133.319946,483.381989,188.105911,476.015625,158.162582,472.157532,136.884445,471.768433,118.448837,503.433228,192.216339,505.622711,165.021393,510.174072,141.913376,515.499939,121.84333,523.948425,207.142807,518.986206,197.841995,508.854706,205.333923,502.22876,218.314789,200.943008,371.289581,198.193359,339.17395,201.729279,323.491333,217.508118,318.177063,228.644638,317.334595,213.522797,334.834412,232.046066,316.792603,229.80246,317.326019,223.121948,322.682007,219.481567,347.727142,241.930405,326.209747,232.277344,329.956818,227.394791,335.855774,225.196136,360.063965,249.106827,334.908295,239.905853,339.477417,233.747253,347.637726,233.638779,372.016876,249.146484,346.77948,241.496796,348.401001,235.912415,80.233597,11.984985,3,?,?
1418,'2024/02/28 12:55:23:728',23,490.650024,346.41095,469.749573,337.486664,460.449463,316.845856,480.596191,303.909637,505.547913,289.865265,459.43924,279.171265,446.998016,255.925568,438.567993,238.642563,431.980957,220.590424,481.596436,273.767944,476.216705,246.025375,473.33432,225.481628,473.256989,207.256027,500.939697,278.852905,505.768494,253.064896,509.613312,231.947617,514.06665,212.641266,521.019348,293.098145,513.769653,288.804443,503.107574,298.780182,496.595276,309.008667,216.528244,361.273407,229.703735,354.096497,245.668365,355.523651,250.980591,357.067078,258.999573,359.565247,241.847412,357.857269,252.536743,364.894562,253.25058,367.806091,250.502777,369.274597,230.407852,378.156036,245.936096,380.548767,244.538025,379.561218,240.443863,378.162323,223.3116,392.669922,240.645294,399.249756,239.13797,396.441498,234.215027,393.419739,218.96756,405.723999,232.520782,411.795227,230.695831,406.854492,225.751373,72.643005,40.184021,3,?,?
1419,'2024/02/28 12:55:24:146',23,492.374329,372.157379,470.337097,364.784973,460.971954,344.425598,482.939117,331.63443,506.815765,320.586456,460.044434,307.911926,447.928528,286.105469,439.663696,268.821381,433.012695,252.005676,481.18985,301.876587,475.69104,274.607239,472.940125,255.332016,471.642944,237.814758,499.956909,307.397858,503.706024,281.018402,507.641632,260.151428,512.319092,241.946243,521.57373,320.5737,512.760559,315.154388,502.117554,323.921448,495.300598,335.857117,180.877594,373.81897,182.53569,343.005035,194.813385,329.667572,212.614227,324.247498,225.055603,318.765808,194.143677,345.704926,224.934372,325.188477,223.249817,327.07605,216.880249,330.925964,200.540131,356.190521,226.87178,335.789642,221.121597,339.914581,215.47522,345.385559,207.092606,368.527374,228.965881,347.046234,225.310532,352.573578,219.953537,358.281311,216.751099,380.631439,227.241547,363.057709,228.094803,362.653931,224.776794,70.280792,10.700073,3,?,?
1420,'2024/02/28 12:55:24:760',23,496.714935,414.242645,474.869049,405.068329,465.180634,384.723419,485.114441,372.044495,508.638336,360.658905,462.054382,346.596222,450.136871,325.670807,441.296234,309.348083,434.244843,293.946625,482.371521,339.443542,477.088654,313.516144,473.723999,294.04129,472.601685,276.776825,501.680359,345.438293,505.118073,321.669861,507.787018,301.859192,512.448486,282.879883,524.036133,360.072784,517.978577,355.741943,506.934326,364.42514,498.542175,376.971924,199.4953,364.906036,199.328308,328.558075,202.061157,321.464874,211.945053,317.644409,214.296143,321.324951,209.723633,331.464417,229.559402,319.281586,230.590179,320.103851,226.857681,321.372864,214.471832,343.036407,231.507553,330.484924,230.971832,331.596405,228.269119,333.010742,219.016937,355.515411,239.235565,345.546539,236.920334,344.936798,233.081955,347.998413,225.083237,367.463501,239.850281,354.384918,239.194092,354.255493,235.801422,74.799103,16.033234,3,?,?
1421,'2024/02/28 12:55:25:170',23,497.885742,358.369476,476.62854,345.782928,468.27713,323.150146,490.0802,310.492279,515.17749,295.428497,465.717133,288.219391,452.528046,264.914124,443.94104,247.030136,436.825378,229.337143,487.406281,281.738892,481.684601,253.009964,477.655609,232.033508,477.404114,214.218582,507.190918,286.739899,511.827454,260.961365,515.257813,238.925629,519.802368,219.230515,529.369202,300.636047,520.058472,294.12677,506.948486,304.302429,499.080017,318.136841,199.394058,366.402344,199.221573,341.077789,204.038269,325.694092,214.958282,317.446045,224.378677,314.788696,216.674484,333.168365,234.861847,312.190613,238.960999,306.967163,237.871262,306.725555,221.781036,343.731689,242.122116,320.116211,245.442749,313.582367,245.32341,312.337524,227.472229,356.396606,250.674255,327.834167,248.795166,326.157745,243.093292,330.556702,234.294052,367.865814,251.402725,339.549683,251.344467,335.049652,248.603119,76.630585,13.668274,3,?,?
1422,'2024/02/28 12:55:25:741',23,503.471954,361.595581,482.112366,349.489197,474.485901,327.080933,495.470825,315.56604,520.901367,304.103546,470.200378,292.355499,458.385132,269.520935,449.899567,251.601624,443.282745,234.05835,492.062439,286.171478,486.61618,257.593109,483.113739,237.637878,482.415161,220.887222,511.684998,291.564545,515.730408,264.534027,519.339539,243.246826,523.509766,225.238159,533.412231,306.653015,526.936707,298.421509,514.63147,307.658081,506.492035,321.54483,203.599258,364.482239,204.924622,339.127319,207.686783,325.441833,220.87236,320.491608,236.933441,316.691528,216.489792,331.029968,231.576309,318.416779,240.788895,312.557495,246.923813,310.523254,222.157135,341.444885,239.877472,328.970062,250.339294,320.126801,255.892548,315.611053,228.373444,355.987152,248.223434,338.705475,254.02356,331.117126,256.995544,326.222778,235.548218,369.498291,249.435654,349.695435,253.423645,341.070679,255.293854,75.424103,32.250397,3,?,?
1423,'2024/02/28 12:55:26:253',23,501.009033,392.586609,478.229858,382.52771,468.087433,362.945648,487.34848,351.656769,506.718628,344.46225,469.876221,328.448792,457.749512,305.205719,448.694733,288.152008,442.060883,271.595551,490.099518,323.349152,484.553864,296.228943,481.11557,276.532532,480.073883,258.682312,509.244873,328.47998,509.299774,302.405487,511.337616,282.233948,515.423523,262.849396,529.698486,341.70636,518.295227,334.823364,506.460327,342.237152,498.918579,355.385498,189.060959,348.274475,188.461533,319.145203,197.685852,303.250366,211.761139,293.592773,224.5112,287.736694,206.412628,311.421936,228.272476,288.998291,233.197769,281.410095,232.248566,280.290955,214.357819,322.126923,239.273926,298.212921,239.070892,289.733948,235.974396,287.642151,222.835358,332.581665,242.648239,307.857178,241.060669,299.428986,237.766907,298.143951,230.773743,344.509644,243.213562,319.17514,241.759003,313.283264,238.966949,69.237457,12.840515,3,?,?
1424,'2024/02/28 12:55:26:767',23,496.710236,415.078308,476.878479,403.782776,468.921478,382.009033,488.48587,370.570892,513.495605,360.100891,468.052094,346.498718,456.628082,324.294189,448.289917,307.167816,441.862549,290.413849,488.006317,341.475891,483.741028,314.903748,481.238098,295.840393,481.116669,278.283997,506.550629,347.140625,508.412415,323.547302,510.268799,303.77829,514.580688,283.908539,527.212463,360.79306,517.20813,358.797913,505.533813,367.882599,498.799255,379.71225,197.010422,354.77475,194.282166,328.59729,199.256714,309.67514,211.14592,300.732574,221.576904,298.619049,207.906036,314.102417,228.183929,289.694519,228.759399,286.958252,224.860382,292.465576,218.015106,323.860718,236.985474,294.095459,236.530212,291.225616,232.106186,297.812012,227.737671,334.178162,243.572159,301.615265,242.154007,300.229553,236.842117,307.054779,239.098694,346.076477,249.656342,310.79953,247.429581,310.480591,242.73613,73.602417,16.876129,3,?,?
1425,'2024/02/28 12:55:27:232',23,498.074219,418.628326,475.338318,404.23761,465.558533,381.762543,479.800781,369.207001,499.125305,364.452637,465.708344,345.067535,454.157654,323.114746,445.574463,305.867767,439.24231,289.640656,486.200531,341.333557,481.356567,314.318695,478.346222,294.359192,477.521027,277.320435,505.762299,347.523315,506.556366,323.750885,509.002655,303.888428,514.362488,283.959167,527.375366,361.690094,514.780945,357.24939,501.756531,363.522705,492.146027,375.829315,203.16423,358.062866,203.210388,329.899384,208.64418,313.937134,219.275116,307.623505,227.914505,305.909973,217.436523,324.903687,238.750336,302.828949,237.827332,299.333038,233.631058,302.090973,225.637115,336.682983,246.819,310.346375,245.925293,305.586334,240.872818,306.90564,231.908508,344.993988,251.211273,318.550079,249.959335,313.582611,244.415924,314.509705,238.990189,354.687378,252.250885,330.654083,251.588303,325.204285,247.911163,77.294769,13.921539,3,?,?
